name;kpgz_code;kpgz_name;okpd2_code;okpd2_name;ktru_code;ktru_name;stz;date_of_approval_of_the_tz;id_kpgz
Поставка продуктов питания;01.01.02.04;ПЕТРУШКА;01.13.19.000;Овощи листовые или стебельные прочие;01.13.19.000-00000005;Петрушка свежая;Нет;2020-01-31 18:45;29424468
Поставка продуктов питания;01.01.02.05;МОРКОВЬ;01.13.41.110;Морковь столовая;01.13.41.110-00000004;Морковь столовая;Нет;2020-01-31 18:45;29555816
Поставка продуктов питания;01.01.02.06.01;КАПУСТА БЕЛОКОЧАННАЯ;01.13.12.120;Капуста белокочанная;01.13.12.120-00000003;Капуста белокочанная;Нет;2020-01-31 18:45;29424474
Поставка продуктов питания;01.01.02.06.02;КАПУСТА КРАСНОКОЧАННАЯ;01.13.12.130;Капуста краснокочанная;-;;Нет;2020-01-31 18:45;29397016
Поставка продуктов питания;01.01.02.06.03;КАПУСТА ЦВЕТНАЯ;01.13.13.000;Капуста цветная и брокколи;01.13.13.000-00000007;Капуста цветная;Нет;2020-01-31 18:45;29424476
Поставка продуктов питания;01.01.02.06.04;КАПУСТА БРЮССЕЛЬСКАЯ;01.13.12.110;Капуста брюссельская;-;;Нет;2020-01-31 18:45;29397020
Поставка продуктов питания;01.01.02.06.05;КАПУСТА БРОККОЛИ;01.13.13.000;Капуста цветная и брокколи;01.13.13.000-00000003;Капуста брокколи;Нет;2020-01-31 18:45;29424480
Поставка продуктов питания;01.01.02.06.06;КАПУСТА РОМАНЕСКО;01.13.13.000;Капуста цветная и брокколи;-;;Нет;2020-01-31 18:45;29397024
Поставка продуктов питания;01.01.02.06.07;КАПУСТА ПЕКИНСКАЯ (КИТАЙСКАЯ);01.13.12.150;Капуста пекинская;-;;Нет;2020-01-31 18:45;29397028
Поставка продуктов питания;01.01.02.06.08;КАПУСТА САВОЙСКАЯ;01.13.12.140;Капуста савойская;-;;Нет;2020-01-31 18:45;29397035
Поставка продуктов питания;01.01.02.06.09;КАПУСТА КОЛЬРАБИ;01.13.12.160;Кольраби;-;;Нет;2020-01-31 18:45;29397039
Поставка продуктов питания;01.01.02.07;БАКЛАЖАНЫ;01.13.33.000;Баклажаны;01.13.33.000-00000003;Баклажаны;Нет;2020-01-31 18:45;29730861
Поставка продуктов питания;01.01.02.08;СВЕКЛА СТОЛОВАЯ;01.13.49.110;Свекла столовая;01.13.49.110-00000004;Свекла столовая;Нет;2020-01-31 18:45;29555863
Поставка продуктов питания;01.01.02.09;КАБАЧКИ;01.13.39.110;Кабачки;01.13.39.110-00000004;Кабачки;Нет;2020-01-31 18:45;29555774
Поставка продуктов питания;01.01.02.10;ОГУРЦЫ;01.13.32.000;Огурцы;01.13.32.000-00000004;Огурцы;Нет;2020-01-31 18:45;29424493
Поставка продуктов питания;01.01.02.11;ПЕРЕЦ (ОВОЩИ);01.13.39.190;Культуры овощные плодовые прочие, не включенные в другие группировки;-;;Нет;2020-01-31 18:45;29397043
Поставка продуктов питания;01.01.02.12;ТОМАТЫ;01.13.34.000;Томаты (помидоры);01.13.34.000-00000005;Томаты (помидоры);Нет;2020-01-31 18:45;29424497
Поставка продуктов питания;01.01.02.13;РЕДИС;01.13.49.130;Редис;01.13.49.130-00000003;Редис;Нет;2020-01-31 18:45;29424548
Поставка продуктов питания;01.01.02.14;РЕДЬКА;01.13.49.120;Редька;01.13.49.120-00000007;Редька;Нет;2020-01-31 18:45;29424633
Поставка продуктов питания;01.01.02.15;РЕПА;01.13.41.120;Репа;-;;Нет;2020-01-31 18:45;29397050
Поставка продуктов питания;01.01.02.16.01;САЛАТ-ЛАТУК;01.13.14.000;Салат-латук;01.13.14.000-00000003;Салат-латук свежий;Нет;2020-01-31 18:45;29424640
Поставка продуктов питания;01.01.02.16.03;КУЛЬТУРЫ ОВОЩНЫЕ САЛАТНЫЕ;01.13.1;Культуры овощные салатные или зеленые;-;;Нет;2020-01-31 18:45;29397054
Поставка продуктов питания;01.01.02.18;ТЫКВА СТОЛОВАЯ;01.13.39.130;Тыквы;-;;Нет;2020-01-31 18:45;29397125
Поставка продуктов питания;01.01.02.20;ФАСОЛЬ ОВОЩНАЯ;01.11.61.000;Фасоль овощная;-;;Нет;2020-01-31 18:45;29397129
Поставка продуктов питания;01.01.02.23;ГОРОХ;01.11.62.000;Горох овощной;-;;Нет;2020-01-31 18:45;29397133
Поставка продуктов питания;01.01.02.24;КУКУРУЗА;01.13.39.120;Кукуруза сахарная;-;;Нет;2020-01-31 18:45;29397137
Поставка продуктов питания;01.01.02.25;ПАТИССОНЫ;01.13.39.140;Патиссоны;-;;Нет;2020-01-31 18:45;29397154
Поставка продуктов питания;01.01.02.28;ТОПИНАМБУР;01.13.59.000;Корнеплоды столовые и клубнеплоды с высоким содержанием крахмала или инулина, прочие;-;;Нет;2020-01-31 18:45;29397158
Поставка продуктов питания;01.01.02.32;ИМБИРЬ;01.13.49.190;Корнеплоды и клубнеплоды овощные, культуры овощные луковичные (без высокого содержания крахмала или инулина), прочие;-;;Нет;2020-01-31 18:45;29397175
Поставка продуктов питания;01.01.02.33;БРЮКВА СТОЛОВАЯ;01.13.41.130;Брюква;-;;Нет;2020-01-31 18:45;29397180
Поставка продуктов питания;01.01.02.34;КУЛЬТУРЫ ОВОЩНЫЕ ЗЕЛЕНЫЕ;01.13.1;Культуры овощные салатные или зеленые;-;;Нет;2020-01-31 18:45;29397185
Поставка продуктов питания;01.01.02.35.01;ОВОЩИ ЗАМОРОЖЕННЫЕ;10.39.11.000;Овощи (кроме картофеля) и грибы замороженные;10.39.11.000-00000017;Овощи замороженные;Нет;2020-01-31 18:45;29733958
Поставка продуктов питания;01.01.02.35.03;ОВОЩИ СУШЕНЫЕ;10.39.13;Овощи (кроме картофеля) и грибы сушеные;-;;Нет;2020-01-31 18:45;29397265
Поставка продуктов питания;01.01.02.35.04.01;ОВОЩИ МАРИНОВАННЫЕ;10.39.18.110;Овощи (кроме картофеля), приготовленные или консервированные с уксусом или уксусной кислотой;10.39.18.110-00000002;Овощи маринованные;Нет;2020-01-31 18:45;29733961
Поставка продуктов питания;01.01.02.35.04.02;ОВОЩИ СОЛЕНЫЕ, КВАШЕНЫЕ, ВЯЛЕНЫЕ;10.39.17.190;Овощи (кроме картофеля), консервированные без уксуса или уксусной кислоты, прочие (кроме готовых овощных блюд), не включенные в другие группировки;-;;Нет;2020-01-31 18:45;29397273
Поставка продуктов питания;01.01.02.35.04.03;КОНСЕРВЫ ОВОЩНЫЕ ГОТОВЫЕ К УПОТРЕБЛЕНИЮ;10.39.18.110;Овощи (кроме картофеля), приготовленные или консервированные с уксусом или уксусной кислотой;-;;Нет;2020-01-31 18:45;29397313
Поставка продуктов питания;01.01.02.35.05;ИКРА ОВОЩНАЯ;10.39.17;Овощи (кроме картофеля) и грибы, консервированные без уксуса или уксусной кислоты, прочие (кроме готовых овощных блюд);-;;Нет;2020-01-31 18:45;29397366
Поставка продуктов питания;01.01.02.35.06;ГОРОХ, КОНСЕРВИРОВАННЫЙ БЕЗ УКСУСА ИЛИ УКСУСНОЙ КИСЛОТЫ (КРОМЕ ГОТОВЫХ БЛЮД ИЗ ОВОЩЕЙ);10.39.16.000;Горох, консервированный без уксуса или уксусной кислоты (кроме готовых блюд из овощей);10.39.16.000-00000001;Горох, консервированный без уксуса или уксусной кислоты (кроме готовых блюд из овощей);Нет;2020-01-31 18:45;29424650
Поставка продуктов питания;01.01.02.36;СПАРЖА;01.13.11.000;Спаржа;01.13.11.000-00000002;Спаржа;Нет;2020-01-31 18:45;29424652
Поставка продуктов питания;01.01.03.01;ЯБЛОКИ;01.24.10.000;Яблоки;01.24.10.000-00000004;Яблоки;Нет;2020-01-31 18:45;29555581
Поставка продуктов питания;01.01.03.02;АПЕЛЬСИНЫ;01.23.13.000;Апельсины;01.23.13.000-00000004;Апельсины;Нет;2020-01-31 18:45;29555752
Поставка продуктов питания;01.01.03.03;БАНАНЫ;01.22.12.000;Бананы;01.22.12.000-00000004;Бананы;Нет;2020-01-31 18:45;29555756
Поставка продуктов питания;01.01.03.04;ГРУШИ;01.24.21.000;Груши;01.24.21.000-00000004;Груши;Нет;2020-01-31 18:45;29555766
Поставка продуктов питания;01.01.03.05;КИВИ;01.25.11.000;Киви;01.25.11.000-00000004;Киви;Нет;2020-01-31 18:45;29555778
Поставка продуктов питания;01.01.03.06;ЛИМОНЫ;01.23.12.000;Лимоны и лаймы;01.23.12.000-00000004;Лимоны;Нет;2020-01-31 18:45;29555794
Поставка продуктов питания;01.01.03.07;МАНДАРИНЫ;01.23.14.000;Мандарины, включая танжерины, клементины и аналогичные гибриды цитрусовых культур;01.23.14.000-00000004;Мандарины;Нет;2020-01-31 18:45;29555812
Поставка продуктов питания;01.01.03.08;ПЕРСИКИ;01.24.25.000;Персики;01.24.25.000-00000004;Персики;Нет;2020-01-31 18:45;29424683
Поставка продуктов питания;01.01.03.09;НЕКТАРИНЫ;01.24.26.000;Нектарины;01.24.26.000-00000004;Нектарины;Нет;2020-01-31 18:45;29424687
Поставка продуктов питания;01.01.03.10;АНАНАСЫ;01.22.19.000;Плоды тропических и субтропических культур прочие;-;;Нет;2020-01-31 18:45;29397389
Поставка продуктов питания;01.01.03.11;ДЫНИ;01.13.29.000;Культуры бахчевые прочие;-;;Нет;2020-01-31 18:45;29397393
Поставка продуктов питания;01.01.03.12;АВОКАДО;01.22.11.000;Авокадо;-;;Нет;2020-01-31 18:45;29397397
Поставка продуктов питания;01.01.03.13;ГРАНАТЫ;01.25.90.120;Гранат;01.25.90.120-00000003;Гранат;Нет;2020-01-31 18:45;29555763
