name;CODE;final_kpgz;is_standard_product;IS_CHILD_kpgz;DELETED_DATE;kpgz_sum;kpgz223_sum;kpgz44_sum;con_count;con223_count;con44_count;customer_count;supplier_count;max_con_ID;max_con_sum;max_customer_con_count;max_customer_sum;max_customer_ID;formatted_name;max_supplier_sum
СВЕРЛА ЦЕНТРОВОЧНЫЕ;01.11.02.09.01.01.01;;11;;;198952.74;74637;124315.74;4;2;2;4;4;4499302;74095.74;48;106241558.8;3287;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Политехнический колледж имени П.А. Овчинникова»;9825668.11
ПИЛЫ САБЕЛЬНЫЕ;01.11.02.01.15;;11;;;534551.05;419517.78;115033.27;8;2;6;8;7;4699990;313794.1;2238;85801161702;4612763;"Ао ""Мосводоканал""";247806609.5
КЛАПАНЫ СЛИВНЫЕ;01.11.01.04.10.01;;11;;;216259.03;110000;106259.03;2;1;1;2;2;4854987;110000;322;130839735.1;2067;Государственное бюджетное учреждение культуры города Москвы «Московский международный дом музыки»;110000
СРЕДСТВА И СИСТЕМЫ ТРАНКОВОЙ И DMR-СВЯЗИ;01.13.09.04.02;;11;;;103313.34;;103313.34;1;0;1;1;1;4405768;103313.34;38;18961430.64;3310;Управа района Южное медведково города Москвы;4355553.66
КИЯНКИ;01.11.02.02.03.12;;11;;;1046132.71;946937.89;99194.82;21;14;7;16;17;4469062;370666.66;113;385030273.3;111;Государственное бюджетное учреждение города Москвы «Жилищник района Ломоносовский»;21425126.76
РУЛЕТКИ ИЗМЕРИТЕЛЬНЫЕ;01.11.02.03.23;;11;;;1175131.33;1080666.55;94464.78;38;25;13;31;36;4666338;361091.52;2238;85801161702;4612763;"Ао ""Мосводоканал""";76625250.97
БИДЕ;01.11.01.04.04;;11;;;90711.88;;90711.88;1;0;1;1;1;4077849;90711.88;82;278718887.5;777;Государственное бюджетное учреждение города Москвы «Жилищник района Внуково»;6548136.9
ПИСТОЛЕТЫ КЛЕЕВЫЕ ЭЛЕКТРИЧЕСКИЕ;01.11.02.01.12;;11;;;205275.58;122267.99;83007.59;12;6;6;11;11;4729311;80000;818;11857168563;8981996;"Государственное унитарное предприятие города Москвы по эксплуатации московских водоотводящих систем ""Мосводосток""";23270891.32
КЛЮЧИ ТРЕЩОТОЧНЫЕ;01.11.02.02.07.01.10;;11;;;306400.09;233725.77;72674.32;7;5;2;4;6;4729311;80000;2238;85801161702;4612763;"Ао ""Мосводоканал""";27275763.53
ТРАВЕРСЫ;01.11.02.06.03.02;;11;;;1712062.95;1639704.3;72358.65;3;2;1;3;3;4521548;1102740;2238;85801161702;4612763;"Ао ""Мосводоканал""";2154234840
РУБАНКИ РУЧНЫЕ;01.11.02.02.03.08;;11;;;111557.33;46757.24;64800.09;7;3;4;7;7;4899871;55000;113;385030273.3;111;Государственное бюджетное учреждение города Москвы «Жилищник района Ломоносовский»;1694716.27
НОЖИ ДЛЯ ЭЛЕКТРОРУБАНКОВ;01.11.02.09.05;;11;;;72602.33;12602.33;60000;5;3;2;4;5;4339951;53000;133;561604074.4;4647969;Государственное бюджетное учреждение города Москвы «Жилищник района Кунцево»;4783114.2
ЭЛЕКТРОПИЛЫ ЦЕПНЫЕ;01.11.02.01.10;;11;;;479847.34;422304.3;57543.04;12;8;4;9;11;4429984;130842.5;2238;85801161702;4612763;"Ао ""Мосводоканал""";207849491.7
КЛЮЧИ ГАЕЧНЫЕ С ОТКРЫТЫМ ЗЕВОМ;01.11.02.02.07.01.05;;11;;;991982.92;936739.69;55243.23;9;6;3;7;7;4505229;451006.69;2238;85801161702;4612763;"Ао ""Мосводоканал""";76625250.97
РЕНОВАТОРЫ;01.11.02.01.14;;11;;;45608.25;;45608.25;2;0;2;2;2;4748233;31855.73;94;122234648;6637;Государственное бюджетное учреждение города Москвы «Жилищник района Ростокино»;2695672.8
НАГРЕВАТЕЛИ ИНДУКЦИОННЫЕ;01.11.02.05.05;;11;;;1700653.98;1661221.8;39432.18;3;2;1;2;3;4609520;1492921.8;2238;85801161702;4612763;"Ао ""Мосводоканал""";247806609.5
ВЕНТИЛИ;01.11.01.04.10.05;;11;;;45353.93;14770.68;30583.25;5;2;3;5;4;4802623;22187.05;301;1917480184;3391;Государственное бюджетное учреждение города Москвы «Управление спортивными объектами» Департамента спорта города Москвы;7445529.92
КЛЮЧИ ГАЕЧНЫЕ КОЛЬЦЕВЫЕ;01.11.02.02.07.01.02;;11;;;960987.8;931093.32;29894.48;10;7;3;7;7;4386594;315801.77;2238;85801161702;4612763;"Ао ""Мосводоканал""";76625250.97
ЦИРКУЛИ РАЗМЕТОЧНЫЕ;01.11.02.03.19;;11;;;96735;80910;15825;3;1;2;3;3;4853601;80910;337;174499608.7;616;Государственное автономное профессиональное образовательное учреждение города Москвы «Колледж предпринимательства № 11»;17631617.29
ПОДЛОЖКИ;01.11.03.09.05.02;;11;;;186354.64;172059.67;14294.97;5;3;2;5;5;4546916;86206.9;45;539395891.8;4653262;Государственное бюджетное учреждение города Москвы «Жилищник района Южное тушино»;92239986.5
ЭЛЕКТРОПАЯЛЬНИКИ;01.11.02.05.03.01;;11;;;885219.11;874845.32;10373.79;9;7;2;8;8;4921318;739758.89;818;11857168563;8981996;"Государственное унитарное предприятие города Москвы по эксплуатации московских водоотводящих систем ""Мосводосток""";
КЛЮЧИ ДЛЯ КРУГЛЫХ ШЛИЦЕВЫХ ГАЕК;01.11.02.02.07.01.09;;11;;;9385.58;;9385.58;1;0;1;1;1;4341852;9385.58;25;69151295.74;443;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Политехнический техникум № 47 имени В.Г. Федорова»;9825668.11
КЛЮЧИ ГАЕЧНЫЕ РАЗВОДНЫЕ;01.11.02.02.07.01.01;;11;;;53301.77;44191.38;9110.39;6;4;2;6;6;4723444;18976.38;2238;85801161702;4612763;"Ао ""Мосводоканал""";76625250.97
ДРЕЛИ РУЧНЫЕ МЕХАНИЧЕСКИЕ;01.11.02.01.02.01;;11;;;239189.5;230532.17;8657.33;3;2;1;3;3;4332868;121000;76;1204167438;7728;Государственное бюджетное учреждение города Москвы «Жилищник района Хорошево-Мневники»;57667813.4
ПИЛЫ ДЛЯ ОБРАБОТКИ МЕТАЛЛОВ;01.11.02.01.11.01;;11;;;364301.1;355841.1;8460;8;7;1;8;8;4198844;105225;21;582078413.6;1301237845;Акционерное общество «Особая экономическая зона «Зеленоград»;7896379.05
АППАРАТЫ ФАКСИМИЛЬНЫЕ;01.13.09.06.08;;11;;;8118;;8118;1;0;1;1;1;4355726;8118;38;8399272.06;3305;Управа района Фили-Давыдково города Москвы;1132499
ПОДСТАВКИ ПОД ИНСТРУМЕНТЫ;01.11.02.08.03;;11;;;8326.96;5525.83;2801.13;3;2;1;3;3;4431827;4171.51;153;152025888.3;1617;Государственное бюджетное учреждение здравоохранения города Москвы «Челюстно-Лицевой госпиталь для ветеранов войн Департамента здравоохранения города Москвы»;28317688.38
КОММУТАТОРЫ РУЧНЫЕ;01.13.09.03.07;;11;;;2144.33;;2144.33;1;0;1;1;1;4265870;2144.33;668;1239728000;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;59759561.25
КЛЮЧИ ДЛЯ ВИНТОВ С ВНУТРЕННИМ ШЕСТИГРАННИКОМ;01.11.02.02.07.01.07;;11;;;213787.22;212238.02;1549.2;5;4;1;3;3;4451959;67399.8;499;2480306972;6374;Государственное бюджетное учреждение города Москвы «Жилищник зеленоградского административного округа»;112478598.9
КОМПЛЕКС РАБОТ ПО ПОДГОТОВКЕ ПРОЕКТНОЙ ДОКУМЕНТАЦИИ, ВЫПОЛНЕНИЮ ИНЖЕНЕРНЫХ ИЗЫСКАНИЙ, СТРОИТЕЛЬСТВУ, РЕКОНСТРУКЦИИ, КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА;02.03.1990;;0;;;5,54E+12;5535911453834.55;3249560164;184;183;1;6;67;4626949;2,53E+11;728;5,55E+12;14502749;Московский фонд реновации жилой застройки;114042420.6
КОМПЛЕКСНАЯ УСЛУГА ПО ОБРАЩЕНИЮ С ТВЕРДЫМИ КОММУНАЛЬНЫМИ ОТХОДАМИ В РАМКАХ ФУНКЦИЙ РЕГИОНАЛЬНОГО ОПЕРАТОРА;03.08.03.01.02.09;;0;;;2,31E+11;231072784130.38;0;12;12;0;2;6;4780641;42451566832;184;2,33E+11;4612765;"Государственное унитарное предприятие города Москвы ""Экотехпром""";13022768485
СТРОИТЕЛЬСТВО ОБЪЕКТОВ, ВКЛЮЧЕННЫХ В АДРЕСНУЮ ИНВЕСТИЦИОННУЮ ПРОГРАММУ;02.03.02.02.15;;0;;;1,36E+11;103489598938.54;32089632705;198;193;5;6;98;4653118;18192900000;806;1,45E+11;4612896;"Акционерное общество ""Мосинжпроект""";398000
СТРОИТЕЛЬСТВО ЖИЛЫХ ЗДАНИЙ;02.03.01.01;Yes;0;No;;31113843557;31072117062.95;41726494.42;35;30;5;6;24;4706161;4711855535;103;21563179171;6215;Казённое предприятие города Москвы «Управление гражданского строительства»;1199800482
СТРОИТЕЛЬСТВО АВТОМОБИЛЬНЫХ ДОРОГ;02.03.02.02.01;;0;;;30800808567;29544780883.65;1256027683;33;31;2;7;22;4296915;23700000000;806;1,45E+11;4612896;"Акционерное общество ""Мосинжпроект""";30394928.65
АКВАПАЛКИ;01.08.01.06.02;;6;;;10597.17;10597.17;0;1;1;0;1;1;4493602;10597.17;301;1917480184;3391;Государственное бюджетное учреждение города Москвы «Управление спортивными объектами» Департамента спорта города Москвы;223000
25-ГИДРОКСИ-ВИТАМИН D2 ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.26.01;;1;;06.12.2021;857870.9;;857870.9;6;0;6;4;3;4068118;736642.9;1221;3252800274;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;1935844249
25-ГИДРОКСИ-ВИТАМИН D3 ИВД, КАЛИБРАТОР;01.02.10.43.26.02;;1;;06.12.2021;43638.44;;43638.44;4;0;4;3;3;4775227;12273.33;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;1194085511
3D-СКАНЕРЫ СТАЦИОНАРНЫЕ;01.13.04.03.06.01;;1;;;17318184.3;16513368.43;804815.87;5;3;2;5;5;4557885;14984010;822;43904895965;5065;"Государственное унитарное предприятие города Москвы ""Московский ордена ленина и ордена трудового красного знамени метрополитен имени В.И. Ленина""";31513887.68
РАЗВИТИЕ И МОДЕРНИЗАЦИЯ АВТОМАТИЗИРОВАННЫХ ИНФОРМАЦИОННЫХ СИСТЕМ;02.13.04.02;;0;;13.08.2021;16301793377;1005003277.46;15296790099;196;65;131;55;125;4950531;930218154;150;17047148432;4684258;Государственное казенное учреждение города Москвы «Информационный город»;14199000
