NAME;CODE;isFinal_kpgz;status;IS_STANDARD_PRODUCT;DELETED_DATE;KPGZ_SUM;KPGZ223_SUM;KPGZ44_SUM;CON_COUNT;CON223_COUNT;CON44_COUNT;CUSTOMER_COUNT;SUPPLIER_COUNT;MAX_CON_ID;MAX_CON_SUM;MAX_CUSTOMER_CON_COUNT;MAX_CUSTOMER_SUM;MAX_CUSTOMER_ID;FORMATTED_NAME;MAX_SUPPLIER_SUM
МОРКОВЬ;01.01.02.05;;1;1;;38562386,19;5763994,79;32798391,4;99;29;70;59;40;4936575;5706308,72;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
КАПУСТА БЕЛОКОЧАННАЯ;01.01.02.06.01;;1;1;;45165944,67;2309243,23;42856701,44;94;28;66;57;37;4936575;7470319,21;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
КАПУСТА КРАСНОКОЧАННАЯ;01.01.02.06.02;;1;1;;28741,38;24087,5;4653,88;4;3;1;4;4;4387161;11227,5;40;68056009,55;4613078;"Государственное унитарное предприятие города Москвы ""Комбинат питания финансово-хозяйственного управления мэрии Москвы""";7044995,65
КАПУСТА ЦВЕТНАЯ;01.01.02.06.03;;1;1;;9199237,8;193987,47;9005250,33;31;8;23;20;16;4953806;3094554,77;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
КАПУСТА БРЮССЕЛЬСКАЯ;01.01.02.06.04;;1;1;;26971,2;26971,2;0;3;3;0;2;2;4730953;15921;40;68056009,55;4613078;"Государственное унитарное предприятие города Москвы ""Комбинат питания финансово-хозяйственного управления мэрии Москвы""";147298869,7
КАПУСТА БРОККОЛИ;01.01.02.06.05;;1;1;;557552,19;471357,29;86194,9;9;6;3;6;5;4893410;231137,3;1999;1909870938;1073;Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»;36077664,59
КАПУСТА РОМАНЕСКО;01.01.02.06.06;;1;1;;16886,1;16886,1;0;1;1;0;1;1;4730953;16886,1;40;68056009,55;4613078;"Государственное унитарное предприятие города Москвы ""Комбинат питания финансово-хозяйственного управления мэрии Москвы""";147298869,7
КАПУСТА ПЕКИНСКАЯ (КИТАЙСКАЯ);01.01.02.06.07;;1;1;;4187920,16;877185,96;3310734,2;36;21;15;17;21;4953806;1312772,73;1560;14299200400;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;22167429,5
КАПУСТА САВОЙСКАЯ;01.01.02.06.08;;1;1;;20485;20485;0;1;1;0;1;1;4552078;20485;144;289270465;4682664;"Государственное унитарное предприятие города Москвы ""Большой Московский государственный цирк на проспекте вернадского""";36077664,59
КАПУСТА КОЛЬРАБИ;01.01.02.06.09;;1;1;;155790,1;152175,1;3615;3;2;1;2;3;4893410;93105,6;1999;1909870938;1073;Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»;36077664,59
БАКЛАЖАНЫ;01.01.02.07;;1;1;;9071524,23;1733590,09;7337934,14;40;24;16;22;21;4936575;2676834,52;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
СВЕКЛА СТОЛОВАЯ;01.01.02.08;;1;1;;21612163,04;1541421,94;20070741,1;90;25;65;57;37;4936575;3089619,6;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
КАБАЧКИ;01.01.02.09;;1;1;;21606877,56;2429613,72;19177263,84;79;26;53;47;39;4936575;2915620,28;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
ОГУРЦЫ;01.01.02.10;;1;1;;40289011,99;2954840,63;37334171,36;93;27;66;60;36;4936575;7569739,03;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
ПЕРЕЦ (ОВОЩИ);01.01.02.11;;1;1;;20112326,8;2732157,08;17380169,72;57;25;32;35;29;4936575;5071682,7;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
ТОМАТЫ;01.01.02.12;;1;1;;48841094,98;3718279,47;45122815,51;94;28;66;60;35;4936575;9329738,9;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;668658931,5
